gauge_id,station_name,river,latitude,longitude,area,altitude,source,country
0-203-1-030000,Rychnov nad Kněžnou,Kněžná,50.1544066,16.2757167,75.35,,CHMI Open Data,Czech Republic
0-203-1-063000,Bílek,Doubrava,49.7034362,15.7339008,63.92,,CHMI Open Data,Czech Republic
0-203-1-092000,Pelešany,Libuňka,50.571139,15.1707785,98.41,,CHMI Open Data,Czech Republic
0-203-1-132500,Rataje,Smutná,49.3501738,14.4498111,218.5,,CHMI Open Data,Czech Republic
0-203-1-141700,Bohumilice,Spůlka,49.0996792,13.8025351,104.8,,CHMI Open Data,Czech Republic
0-203-1-182200,Sobětice,Mochtínský potok,49.3690183,13.3161143,35.23,,CHMI Open Data,Czech Republic
0-203-1-189000,Čichořice,Střela,50.096392,13.2700377,393.16,,CHMI Open Data,Czech Republic
0-203-1-239000,Benešov nad Ploučnicí,Ploučnice,50.7394308,14.3103894,1156.48,,CHMI Open Data,Czech Republic
0-203-1-247100,Budišov nad Budišovkou,Budišovka,49.793318,17.6309901,25.64,,CHMI Open Data,Czech Republic
0-203-1-247800,Odry,Odra,49.6645987,17.8324519,410.97,,CHMI Open Data,Czech Republic
0-203-1-301900,Dětmarovice,Olše,49.8834135,18.4866752,667.01,,CHMI Open Data,Czech Republic
0-203-1-311000,Jeseník,Bělá,50.2270409,17.2082158,118.07,,CHMI Open Data,Czech Republic
0-203-1-319000,Chrastava,Jeřice,50.8169504,14.9647383,71.47,,CHMI Open Data,Czech Republic
0-203-1-387000,Valašské Meziříčí,Rožnovská Bečva,49.4729866,17.9774915,252.12,,CHMI Open Data,Czech Republic
0-203-1-154440,Dobříš,Trnovský potok,49.7954789,14.1565474,12.72,,CHMI Open Data,Czech Republic
0-203-1-415000,VD Luhačovice,Luhačovický potok,49.1206127,17.7726417,44.74,,CHMI Open Data,Czech Republic
0-203-1-434000,Vranov-Hamry,Dyje,48.8946782,15.8190913,2225.16,,CHMI Open Data,Czech Republic
0-203-1-167200,Nespeky,Sázava,49.8596095,14.6499499,4038.66,,CHMI Open Data,Czech Republic
0-203-1-268200,Malá Morávka,Bělokamenný potok,50.0254894,17.3131297,17.79,,CHMI Open Data,Czech Republic
0-203-1-323000,Frýdlant,Smědá,50.9203912,15.07738,132.3,,CHMI Open Data,Czech Republic
0-203-1-323100,Frýdlant-Fugnerova,Řasnice,50.9274286,15.090787,30.39,,CHMI Open Data,Czech Republic
0-203-1-324000,Višňová,Smědá,50.9498579,15.0303845,187.28,,CHMI Open Data,Czech Republic
0-203-1-109500,Zátoň,Vltava,48.7268304,14.3368457,1298.55,,CHMI Open Data,Czech Republic
0-203-1-154900,Žďár nad Sázavou,Sázava,49.5612975,15.9312135,100.94,,CHMI Open Data,Czech Republic
0-203-1-207600,Kraslice,Svatava,50.31633,12.5185826,116.75,,CHMI Open Data,Czech Republic
0-203-1-487000,Popov,Vlára,49.0773258,17.9708766,169.08,,CHMI Open Data,Czech Republic
0-203-1-119000,Pilař,Lužnice,48.9497127,14.8804979,935.75,,CHMI Open Data,Czech Republic
0-203-1-127000,Lásenice,Nežárka,49.0739927,14.9651984,684.5,,CHMI Open Data,Czech Republic
0-203-1-380000,Bystřička nad nádrží,Bystřice,49.4182221,18.0447133,57.4,,CHMI Open Data,Czech Republic
0-203-1-468000,Brtnice,Brtnice,49.3003947,15.6782146,97.24,,CHMI Open Data,Czech Republic
0-203-1-039000,Mitrov,Dědina,50.2107137,16.0215541,291.16,,CHMI Open Data,Czech Republic
0-203-1-047000,Dašice,Loučná,50.0368355,15.9068182,623.57,,CHMI Open Data,Czech Republic
0-203-1-071000,Rohoznice,Bystřice,50.4012173,15.6859903,43.31,,CHMI Open Data,Czech Republic
0-203-1-107000,Chlum,Teplá Vltava,48.8621432,13.8973771,346.97,,CHMI Open Data,Czech Republic
0-203-1-151000,Písek,Otava,49.3165385,14.1433984,2913.12,,CHMI Open Data,Czech Republic
0-203-1-165000,Kácov,Sázava,49.7854539,15.0248521,2814.52,,CHMI Open Data,Czech Republic
0-203-1-172000,Třebel,Kosový potok,49.8266607,12.8389127,216.01,,CHMI Open Data,Czech Republic
0-203-1-190000,Plasy,Střela,49.9334517,13.3904184,774.28,,CHMI Open Data,Czech Republic
0-203-1-212000,VD Březová,Teplá,50.1948944,12.8599553,272.18,,CHMI Open Data,Czech Republic
0-203-1-275000,Děhylov,Opava,49.8794024,18.1765605,2036.34,,CHMI Open Data,Czech Republic
0-203-1-308000,Velká Kraš,Černý potok,50.3604067,17.1634242,62.47,,CHMI Open Data,Czech Republic
0-203-1-353000,Hoštejn,Březná,49.8776173,16.7617594,129.85,,CHMI Open Data,Czech Republic
0-203-1-379000,Vsetín,Vsetínská Bečva,49.3424905,17.985752,505.53,,CHMI Open Data,Czech Republic
0-203-1-432000,Vysočany,Želetavka,48.9597687,15.6831875,368.34,,CHMI Open Data,Czech Republic
0-203-1-439000,Výrovice,Jevišovka,48.9289327,16.1113051,382.62,,CHMI Open Data,Czech Republic
0-203-1-449000,Brno-Poříčí,Svratka,49.1859207,16.5914926,1637.18,,CHMI Open Data,Czech Republic
0-203-1-081000,Doubravčany,Výrovka,49.9612943,15.0064165,116.39,,CHMI Open Data,Czech Republic
0-203-1-397500,Opatovice nad nádrží,Malá Haná,49.3210897,16.9022106,30.83,,CHMI Open Data,Czech Republic
0-203-1-469500,VD Mohelno,Jihlava,49.103101,16.1828515,1155.2,,CHMI Open Data,Czech Republic
0-203-1-197300,Beroun,Litavka,49.9561947,14.0672997,624.95,,CHMI Open Data,Czech Republic
0-203-1-136500,Stodůlky,Křemelná,49.1176039,13.4276003,133.91,,CHMI Open Data,Czech Republic
0-203-1-320800,Rumburk,Mandava,50.945619,14.5751123,41.98,,CHMI Open Data,Czech Republic
0-203-1-207700,Šindelová,Rotava,50.3169693,12.5981956,15.11,,CHMI Open Data,Czech Republic
0-203-1-200300,Praha-Hlubočepy,Dalejský potok,50.0415157,14.3903957,31.98,,CHMI Open Data,Czech Republic
0-203-1-112000,Kaplice,Malše,48.7395274,14.4980605,257.72,,CHMI Open Data,Czech Republic
0-203-1-147000,Podedvorský Mlýn,Blanice,49.0363261,13.9529502,202.09,,CHMI Open Data,Czech Republic
0-203-1-207300,Citice,Ohře,50.1725751,12.6202461,1723.34,,CHMI Open Data,Czech Republic
0-203-1-234000,Zákupy,Svitavka,50.6865047,14.645236,118.31,,CHMI Open Data,Czech Republic
0-203-1-394000,Stražisko,Romže,49.5344926,16.954574,54.86,,CHMI Open Data,Czech Republic
0-203-1-115000,Roudné,Malše,48.9350937,14.4900687,958.96,,CHMI Open Data,Czech Republic
0-203-1-166200,Radonice,Blanice,49.7889263,14.9329332,542.27,,CHMI Open Data,Czech Republic
0-203-1-179000,Staňkov,Radbuza,49.5526949,13.0711379,702.29,,CHMI Open Data,Czech Republic
0-203-1-180100,VD České Údolí,Radbuza,49.7175943,13.3611131,1264.67,,CHMI Open Data,Czech Republic
0-203-1-345000,Raškov,Morava,50.0409636,16.9113794,349.82,,CHMI Open Data,Czech Republic
0-203-1-421500,Strážnice,Morava,48.9330292,17.2974638,9145.07,,CHMI Open Data,Czech Republic
0-203-1-429000,Janov,Moravská Dyje,48.9930546,15.4348172,517.69,,CHMI Open Data,Czech Republic
0-203-1-091950,Sedmihorky,Libuňka,50.558117,15.1955137,91.7,,CHMI Open Data,Czech Republic
0-203-1-254000,Petřvald,Lubina,49.7126668,18.1540622,166.71,,CHMI Open Data,Czech Republic
0-203-1-108000,Černý Kříž,Studená Vltava,48.8633409,13.8655576,103.06,,CHMI Open Data,Czech Republic
0-203-1-145000,Blanický Mlýn,Blanice,48.9571937,13.9413962,85.57,,CHMI Open Data,Czech Republic
0-203-1-188900,VD Žlutice,Střela,50.0849834,13.126746,215.21,,CHMI Open Data,Czech Republic
0-203-1-279000,Čeladná,Čeladenka,49.512488,18.3373167,30.9,,CHMI Open Data,Czech Republic
0-203-1-430000,Podhradí nad Dyjí,Dyje,48.903297,15.6913609,1751.54,,CHMI Open Data,Czech Republic
0-203-1-281000,Morávka,Morávka,49.5606576,18.5502313,22.02,,CHMI Open Data,Czech Republic
0-203-1-055500,Luže,Novohradka,49.8869148,16.0262558,152.26,,CHMI Open Data,Czech Republic
0-203-1-454000,Letovice,Svitava,49.5320553,16.5806663,423.96,,CHMI Open Data,Czech Republic
0-203-1-389000,Teplice nad Bečvou,Bečva,49.5300421,17.7458814,1275.54,,CHMI Open Data,Czech Republic
0-203-1-326000,Předlánce,Smědá,50.9781799,15.0347994,245.02,,CHMI Open Data,Czech Republic
0-203-1-162000,Želiv-VD Vřesník,Želivka,49.5284672,15.2417077,431.21,,CHMI Open Data,Czech Republic
0-203-1-240000,Děčín,Labe,50.7821579,14.2096165,50973.64,,CHMI Open Data,Czech Republic
0-203-1-241000,Srbská Kamenice,Kamenice,50.814043,14.3515063,97.76,,CHMI Open Data,Czech Republic
0-203-1-155000,Sázava,Sázava,49.5551553,15.8492538,132.76,,CHMI Open Data,Czech Republic
0-203-1-068000,Jičín,Cidlina,50.43377,15.3523634,39.06,,CHMI Open Data,Czech Republic
0-203-1-355000,Moravičany,Morava,49.7558167,16.9754854,1559.11,,CHMI Open Data,Czech Republic
0-203-1-426000,Lanžhot,Morava,48.6871825,16.9883414,9726.22,,CHMI Open Data,Czech Republic
0-203-1-077000,Vestec,Mrlina,50.2397568,15.1456463,458.22,,CHMI Open Data,Czech Republic
0-203-1-387500,Rajnochovice,Juhyně,49.4001128,17.8153445,20.34,,CHMI Open Data,Czech Republic
0-203-1-200100,Praha-Chuchle,Vltava,50.027491,14.3967373,26728.73,,CHMI Open Data,Czech Republic
0-203-1-129000,Hamr,Nežárka,49.1576685,14.7589203,983.6,,CHMI Open Data,Czech Republic
0-203-1-013000,Horní Maršov,Úpa,50.6604694,15.8204707,81.83,,CHMI Open Data,Czech Republic
0-203-1-048000,Hamry,Chrudimka,49.7382743,15.9165568,57.11,,CHMI Open Data,Czech Republic
0-203-1-106000,Lenora,Teplá Vltava,48.9278041,13.7948561,176.18,,CHMI Open Data,Czech Republic
0-203-1-133000,Bechyně,Lužnice,49.2883966,14.4709655,4062.89,,CHMI Open Data,Czech Republic
0-203-1-182000,Klatovy,Úhlava,49.4034133,13.2628796,344.54,,CHMI Open Data,Czech Republic
0-203-1-235000,Česká Lípa,Ploučnice,50.6829051,14.5368925,623.0,,CHMI Open Data,Czech Republic
0-203-1-257000,Svinov,Odra,49.8197645,18.2168255,1614.72,,CHMI Open Data,Czech Republic
0-203-1-273000,VD Kružberk,Moravice,49.8244702,17.6667139,567.39,,CHMI Open Data,Czech Republic
0-203-1-284000,VD Morávka,Morávka,49.5860996,18.5297818,64.14,,CHMI Open Data,Czech Republic
0-203-1-285000,Raškovice,Mohelnice,49.6013303,18.4742562,35.22,,CHMI Open Data,Czech Republic
0-203-1-285900,Vyšní Lhoty,Morávka,49.6267363,18.4635576,129.1,,CHMI Open Data,Czech Republic
0-203-1-312000,Lipová-lázně,Staříč,50.2280933,17.1436555,33.32,,CHMI Open Data,Czech Republic
0-203-1-320000,Hrádek nad Nisou,Lužická Nisa,50.8545107,14.8233482,354.87,,CHMI Open Data,Czech Republic
0-203-1-398000,VD Opatovice,Malá Haná,49.3002019,16.9580571,47.19,,CHMI Open Data,Czech Republic
0-203-1-418000,Uherský Brod,Olšava,49.0161236,17.6437475,400.87,,CHMI Open Data,Czech Republic
0-203-1-461000,Rychmanov,Litava,49.1037903,16.7632102,497.08,,CHMI Open Data,Czech Republic
0-203-1-200600,Praha-Nusle,Botič,50.0665445,14.4297834,110.49,,CHMI Open Data,Czech Republic
0-203-1-480500,Ladná,Dyje,48.8040396,16.8543602,12285.42,,CHMI Open Data,Czech Republic
0-203-1-205020,Vědlice,Úštěcký potok,50.5266889,14.3448577,85.38,,CHMI Open Data,Czech Republic
0-203-1-215500,Stranná,Ohře,50.3683378,13.445646,3623.0,,CHMI Open Data,Czech Republic
0-203-1-027000,Slatina nad Zdobnicí,Zdobnice,50.1363209,16.3795104,84.13,,CHMI Open Data,Czech Republic
0-203-1-042000,Němčice,Labe,50.0945145,15.806681,4297.02,,CHMI Open Data,Czech Republic
0-203-1-110200,Český Krumlov,Polečnice (Kájovský potok),48.8130841,14.3128377,197.7,,CHMI Open Data,Czech Republic
0-203-1-138000,Sušice,Otava,49.2365979,13.5249178,533.25,,CHMI Open Data,Czech Republic
0-203-1-148500,Hracholusky,Zlatý potok,49.0562047,14.078798,72.71,,CHMI Open Data,Czech Republic
0-203-1-203000,Vraňany,Vltava,50.3131814,14.3626326,28065.58,,CHMI Open Data,Czech Republic
0-203-1-271100,Mezina,Černý potok,49.9562028,17.4903457,92.16,,CHMI Open Data,Czech Republic
0-203-1-186000,Plzeň-Bílá Hora,Berounka,49.7665067,13.4009389,4017.71,,CHMI Open Data,Czech Republic
0-203-1-128000,Mláka,Nová řeka,49.0669899,14.8723834,66.0,,CHMI Open Data,Czech Republic
0-203-1-382000,Jarcová,Vsetínská Bečva,49.4443515,17.9700753,723.8,,CHMI Open Data,Czech Republic
0-203-1-471000,VD Mostiště,Oslava,49.3927262,16.0125167,222.53,,CHMI Open Data,Czech Republic
0-203-1-479500,VD Nové Mlýny,Dyje,48.8581171,16.7243473,11873.22,,CHMI Open Data,Czech Republic
0-203-1-456000,Skalní Mlýn,Punkva,49.3695416,16.7197932,153.2,,CHMI Open Data,Czech Republic
0-203-1-455210,Holštejn,Marianínský potok,49.4030444,16.7796451,8.3,,CHMI Open Data,Czech Republic
0-203-1-290900,Žermanice,Lučina,49.7326474,18.4454586,45.5,,CHMI Open Data,Czech Republic
0-203-1-481000,Břeclav-město,Dyje,48.7578119,16.8854613,12351.84,,CHMI Open Data,Czech Republic
0-203-1-051000,Mezisvětí,Chrudimka,49.8536499,15.7546206,253.04,,CHMI Open Data,Czech Republic
0-203-1-203100,Hořín,Vltava,50.3410762,14.4683166,0.0,,CHMI Open Data,Czech Republic
0-203-1-053000,Slatiňany,Chrudimka,49.9257689,15.8144388,304.52,,CHMI Open Data,Czech Republic
0-203-1-149000,Protivín,Blanice,49.1982891,14.2187815,707.67,,CHMI Open Data,Czech Republic
0-203-1-363200,Žerotín-Strukov,Teplička,49.7283006,17.1788155,49.26,,CHMI Open Data,Czech Republic
0-203-1-165900,Libež,Chotýšanka,49.7589654,14.9145973,124.84,,CHMI Open Data,Czech Republic
0-203-1-425100,Hodonín,Morava,48.8425308,17.1427554,9756.33,,CHMI Open Data,Czech Republic
0-203-1-260000,Ludvíkov,Bílá Opava,50.1066348,17.3418877,23.85,,CHMI Open Data,Czech Republic
0-203-1-198800,Karlík,Karlický potok,49.9391404,14.2600424,18.45,,CHMI Open Data,Czech Republic
0-203-1-372000,Kychová,Adamovský potok,49.2781017,18.1622216,0.32,,CHMI Open Data,Czech Republic
0-203-1-000400,Labský důl,Labe,50.7603462,15.5518438,4.41,,CHMI Open Data,Czech Republic
0-203-1-237000,Karba,Robečský potok,50.7038493,14.8073123,264.39,,CHMI Open Data,Czech Republic
0-203-1-026000,Litice nad Orlicí,Divoká Orlice,50.0864839,16.3566061,305.13,,CHMI Open Data,Czech Republic
0-203-1-192000,Křivoklát,Berounka,50.0188145,13.8906297,7422.74,,CHMI Open Data,Czech Republic
0-203-1-273100,Anina Dolina-Vítkov,Moravice,49.8017582,17.7790234,622.27,,CHMI Open Data,Czech Republic
0-203-1-015000,Česká Skalice,Úpa,50.3969378,16.0470668,458.18,,CHMI Open Data,Czech Republic
0-203-1-262100,Radim,Krasovka,50.0745146,17.598993,33.55,,CHMI Open Data,Czech Republic
0-203-1-276100,Staré Hamry,Řečice,49.510769,18.4547549,20.79,,CHMI Open Data,Czech Republic
0-203-1-448500,Bystrc,Vrbovec,49.2192297,16.5297341,15.07,,CHMI Open Data,Czech Republic
0-203-1-012000,Lví Důl,Jelení potok,50.713524,15.7780693,7.38,,CHMI Open Data,Czech Republic
0-203-1-153100,Zvíkov,Otava,49.439454,14.1914206,3839.15,,CHMI Open Data,Czech Republic
0-203-1-301720,Karviná,Stonávka,49.8489202,18.5147202,131.16,,CHMI Open Data,Czech Republic
0-203-1-384000,Prostřední Bečva,Rožnovská Bečva,49.4342036,18.250099,58.85,,CHMI Open Data,Czech Republic
0-203-1-441400,Kadov,Fryšávka,49.6343495,16.0784965,21.04,,CHMI Open Data,Czech Republic
0-203-1-258050,Mnichov,Slučí potok,50.1807162,17.3506417,3.98,,CHMI Open Data,Czech Republic
0-203-1-166100,Radonice II,Blanice,49.7806202,14.9365941,538.85,,CHMI Open Data,Czech Republic
0-203-1-110210,Český Krumlov,Vltava,48.8151446,14.3181653,1540.14,,CHMI Open Data,Czech Republic
0-203-1-302000,Dolní Marklovice,Petrůvka,49.8921305,18.5666808,126.61,,CHMI Open Data,Czech Republic
0-203-1-361000,Loštice,Třebůvka,49.7443533,16.9307884,573.07,,CHMI Open Data,Czech Republic
0-203-1-467000,Jiřín,Jiřínský potok,49.4211873,15.4809379,14.88,,CHMI Open Data,Czech Republic
0-203-1-479900,Brumovice,Haraska,48.9694642,16.8941401,47.05,,CHMI Open Data,Czech Republic
0-203-1-033000,Machovice,Tichá Orlice,50.0067722,16.5429581,191.92,,CHMI Open Data,Czech Republic
0-203-1-199500,Praha-Radotín,Radotínský potok,49.9920729,14.3467431,65.31,,CHMI Open Data,Czech Republic
0-203-1-448900,Brno-Pisárky,Svratka,49.1932911,16.5679117,1628.57,,CHMI Open Data,Czech Republic
0-203-1-301920,Dětmarovice,Karvinský potok,49.8841027,18.4866592,22.93,,CHMI Open Data,Czech Republic
0-203-1-341500,Stříbrnice,Stříbrnický potok,50.179001,16.9007751,5.12,,CHMI Open Data,Czech Republic
0-203-1-345500,Dlouhé Stráně pod nádrží,Desná,50.0911074,17.1789279,20.15,,CHMI Open Data,Czech Republic
0-203-1-102000,Tuřice,Jizera,50.2442932,14.7735443,2160.0,,CHMI Open Data,Czech Republic
0-203-1-196300,Chaloupky,Červený potok,49.7977945,13.8716317,23.53,,CHMI Open Data,Czech Republic
0-203-1-265600,Opava,Plšťský potok,49.9513725,17.9009084,40.85,,CHMI Open Data,Czech Republic
0-203-1-435500,Tasovice,Stará Dyje,48.8129993,16.1674336,0.0,,CHMI Open Data,Czech Republic
0-203-1-248320,Bělotín,Luha,49.5832588,17.7931398,32.6,,CHMI Open Data,Czech Republic
0-203-1-154500,Mokrá Vrata,Voznický potok,49.8075606,14.2552549,36.66,,CHMI Open Data,Czech Republic
0-203-1-301710,Albrechtice,Stonávka,49.780106,18.5282416,85.14,,CHMI Open Data,Czech Republic
0-203-1-168100,Davle,Vltava,49.8896517,14.401851,17660.3,,CHMI Open Data,Czech Republic
0-203-1-213000,VD Stanovice,Lomnický potok,50.1870115,12.8631788,96.56,,CHMI Open Data,Czech Republic
0-203-1-302800,Laziska,Olše,49.9246022,18.4432405,1071.32,,CHMI Open Data,Czech Republic
0-203-1-458000,Želešice,Bobrava,49.1142499,16.5823811,180.98,,CHMI Open Data,Czech Republic
0-203-1-440200,Jevišovka,Dyje,48.8299262,16.4749665,4372.88,,CHMI Open Data,Czech Republic
0-203-1-167300,Pikovice,Sázava,49.8783197,14.4272457,4345.29,,CHMI Open Data,Czech Republic
0-203-1-363210,Hnojice,Řičí potok,49.7154205,17.2181506,51.91,,CHMI Open Data,Czech Republic
0-203-1-281100,Morávka,Skalka,49.5583786,18.5659463,17.71,,CHMI Open Data,Czech Republic
0-203-1-275200,Přívoz-Ostrava,Odra,49.8628882,18.2568853,3714.78,,CHMI Open Data,Czech Republic
0-203-1-163000,Dolní Kralovice,Želivka,49.6740904,15.15588,1055.82,,CHMI Open Data,Czech Republic
0-203-1-258060,Mnichov,Sokolí potok,50.1687657,17.3569264,3.99,,CHMI Open Data,Czech Republic
0-203-1-177000,Plzeň,Mže,49.7504585,13.3766392,1821.8,,CHMI Open Data,Czech Republic
0-203-1-020050,Velká Jesenice,Rozkoš,50.3622905,16.0620954,43.18,,CHMI Open Data,Czech Republic
0-203-1-450500,Hradec nad Svitavou,Svitava,49.7244061,16.4824793,55.14,,CHMI Open Data,Czech Republic
0-203-1-011000,Horní Malá Úpa,Smrčí potok,50.7277323,15.7949478,5.56,,CHMI Open Data,Czech Republic
0-203-1-409000,Vizovice,Bratřejovka,49.2142656,17.8668583,21.63,,CHMI Open Data,Czech Republic
0-203-1-147900,Husinec nádrž,Blanice,49.0383019,13.9932847,212.54,,CHMI Open Data,Czech Republic
0-203-1-187200,Plzeň-Doubravka,Berounka,49.7649614,13.4193474,4798.99,,CHMI Open Data,Czech Republic
0-203-1-005000,Debrné,Labe,50.4954881,15.7332721,476.54,,CHMI Open Data,Czech Republic
0-203-1-079000,Nové Mlýny-Pátek,Sánský kanál,50.1545081,15.1777729,3.86,,CHMI Open Data,Czech Republic
0-203-1-279100,Baška,Baštice,49.6464193,18.3811105,12.4,,CHMI Open Data,Czech Republic
0-203-1-202010,Klecany,Vltava,50.1700614,14.4027767,27272.03,,CHMI Open Data,Czech Republic
0-203-1-259000,Železná,Střední Opava,50.1255934,17.3629508,54.16,,CHMI Open Data,Czech Republic
0-203-1-200000,Praha-Modřany,Vltava,50.0030918,14.4028492,26698.35,,CHMI Open Data,Czech Republic
0-203-1-369000,Brodek,Olešnice (Kokorka),49.4903657,17.3262703,106.35,,CHMI Open Data,Czech Republic
0-203-1-292100,Šumbark-Havířov,Sušanka,49.7889537,18.4144921,31.2,,CHMI Open Data,Czech Republic
0-203-1-266320,Karlov I.-Malá Morávka,Kotelný potok,50.0243422,17.2548731,6.86,,CHMI Open Data,Czech Republic
0-203-1-447300,Lomnička,Besének,49.3678957,16.4283888,51.61,,CHMI Open Data,Czech Republic
0-203-1-082900,Krakonošova snídaně,Mumlava,50.7655489,15.5051025,4.04,,CHMI Open Data,Czech Republic
0-203-1-305000,Jetřichov,Stěnava,50.6220429,16.2670339,94.59,,CHMI Open Data,Czech Republic
0-203-1-204040,Kokořínský Důl,Pšovka,50.4269944,14.5772699,47.36,,CHMI Open Data,Czech Republic
0-203-1-395000,Plumlov nad nádrží,Hloučela,49.463395,17.0181249,101.84,,CHMI Open Data,Czech Republic
0-203-1-153510,Kamýk nad Vltavou,Vltava,49.6471715,14.2493629,12225.81,,CHMI Open Data,Czech Republic
0-203-1-097100,Malá Bělá,Bělá,50.4851411,14.9272991,158.1,,CHMI Open Data,Czech Republic
0-203-1-423000,Petrov,Radějovka,48.8805078,17.2749239,40.87,,CHMI Open Data,Czech Republic
0-203-1-196900,Litohlavy,Suchomastský potok,49.927665,14.0478595,25.87,,CHMI Open Data,Czech Republic
0-203-1-203050,Zelčín,Vltava,50.318405,14.4410847,28098.09,,CHMI Open Data,Czech Republic
0-203-1-198500,Hostim,Loděnice,49.9603584,14.1295053,270.83,,CHMI Open Data,Czech Republic
0-203-1-092800,Žďár u Svijan,Žehrovka,50.5465402,15.0708505,85.21,,CHMI Open Data,Czech Republic
